station_name,station_code,state,railway_zone_code,latitude,longitude,is_junction,route_count,station_count_in_state
Balrampur,BLP,Uttar Pradesh,NER,27.4158206073,82.16066989870001,False,0,1205.0
BALAPALLE,BLPE,Andhra Pradesh,,13.817151,79.403557,True,2,574.0
Badulipar,BLPR,Assam,NFR,26.646825,93.879129,True,2,278.0
BILPUR,BLPU,Uttar Pradesh,,28.083668,79.62578099999999,True,8,1205.0
BILASPUR ROAD,BLQR,Uttar Pradesh,NER,28.865601,79.254263,True,10,1205.0
BALGANUR,BLR,Karnataka,SWR,15.59262851,75.60251865000001,True,4,416.0
BALA ROAD,BLRD,Gujarat,WR,22.80462,71.703754,True,2,633.0
BELSIRI,BLRE,Assam,,26.800481,92.514463,False,0,278.0
BALASIRING,BLRG,Jharkhand,,23.2691273563,85.2812029169,False,0,270.0
BELARI HALT,BLRI,Bihar,,25.8459891799,85.79465626460001,False,0,711.0
Belandur Road,BLRR,Karnataka,SWR,12.936565,77.706939,False,0,416.0
BALASORE,BLS,Odisha,,21.500521,86.91958199999999,True,123,235.0
BOLSA,BLSA,Maharashtra,SCR,19.0012905282,77.7029205847,True,6,754.0
Balsamand,BLSD,Rajasthan,NWR,27.581307,74.473873,False,0,645.0
BELSONDA,BLSN,Chhattisgarh,,21.155027,82.03562500000001,True,2,162.0
Belasar,BLSR,Rajasthan,,27.995122,73.653205,False,0,645.0
BALOTRA JN,BLT,Rajasthan,NWR,25.830070999999997,72.248683,True,10,645.0
BELTHARA ROAD,BLTR,Uttar Pradesh,NER,26.121418,83.841719,True,21,1205.0
BILHAUR,BLU,Uttar Pradesh,,26.839002,80.060383,True,2,1205.0
Bhelwa,BLV,Bihar,,26.994131,84.77836099999999,False,0,711.0
BALAWALI,BLW,Uttarakhand,,29.6274345,78.1124328,True,3,46.0
BOLWAD,BLWD,Maharashtra,CR,16.823851,74.719998,False,0,754.0
BILESHWAR,BLWR,Gujarat,WR,22.382129,70.830427,False,1,633.0
BOLAI,BLX,Madhya Pradesh,,23.361400652599997,76.4864047449,True,5,614.0
BALLY,BLY,West Bengal,,22.6552655812,88.3406065536,False,1,713.0
BLYC,BLYC,,,,,False,0,
BALLY GHAT,BLYG,West Bengal,,22.652173,88.347431,False,0,713.0
BALIHALT,BLYH,West Bengal,,22.652604,88.33860800000001,False,0,713.0
BUDHLADA,BLZ,Punjab,NR,29.9217422,75.5496866,True,12,297.0
BODMA,BM,West Bengal,,23.897286,86.852624,False,0,713.0
BAGMAR,BMA,Madhya Pradesh,CR,21.7371288607,76.3616019397,False,0,614.0
BELMURI,BMAE,West Bengal,,22.93272742,88.15233111,False,0,713.0
BAMRA,BMB,Odisha,,22.051355,84.291044,True,25,235.0
BIMBARI,BMBE,Maharashtra,SCR,19.164065,77.631226,False,0,754.0
Bhimalgondi,BMC,Madhya Pradesh,SECR,21.740994,78.914582,True,6,614.0
BISSAMCUTTACK,BMCK,Odisha,,19.487437999999997,83.458973,True,6,235.0
BHIMADOLU,BMD,Andhra Pradesh,,16.80848173,81.26109679,True,8,574.0
Brahmanwada,BMDI,Gujarat,WR,,,False,0,633.0
BARMER,BME,Rajasthan,NWR,25.7445219,71.397067,True,10,645.0
BASMAT,BMF,Maharashtra,SCR,19.3334723149,77.15177759640001,True,12,754.0
BHIMGARA,BMGA,West Bengal,ER,23.73804814,87.28427905,False,0,713.0
BRAHMANAGUDEM,BMGM,Andhra Pradesh,,16.930258209999998,81.67527695,True,2,574.0
BAMUNI GAON,BMGN,Assam,,26.01201,91.282876,False,0,278.0
Bamangram,BMGR,West Bengal,NFR,25.6221398658,88.1912832245,False,0,713.0
BETAMCHERLA,BMH,Andhra Pradesh,,15.449372,78.148636,True,14,574.0
BAMANHERI,BMHR,Uttar Pradesh,NR,29.514761999999997,77.70639,False,0,1205.0
Baraw More,BMHT,Bihar,,25.0437938949,84.06203632569999,False,0,711.0
BAMNIA,BMI,Madhya Pradesh,,23.0957635,74.7590158,True,12,614.0
Bridgemanganj,BMJ,Uttar Pradesh,NER,27.195537,83.197098,False,0,1205.0
BIRANG KHERA,BMK,Punjab,NWR,29.9125697133,74.63586428650001,True,4,297.0
BELLAMKONDA,BMKD,Andhra Pradesh,,16.46998,80.006313,True,3,574.0
BAPUDHAM MOTIHARI,BMKI,Bihar,ECR,26.655733,84.90529000000001,True,20,711.0
BHIMKHOJ,BMKJ,Chhattisgarh,,21.080325,82.289327,True,2,162.0
Bamla,BMLL,Haryana,NWR,28.832464,76.244079,True,2,201.0
BHASKARPARA,BMM,Gujarat,,22.988208,71.90540899999999,False,0,633.0
BOMMAYAPALLI,BMMP,Telangana,,17.484445161900002,78.8612265723,False,0,150.0
BHIMANA,BMN,Rajasthan,NWR,24.595571,72.886302,True,2,645.0
BAMANI,BMNI,Maharashtra,CR,17.512801,75.23764299999999,False,0,754.0
BAMANWALI HALT,BMNL,Rajasthan,,28.361736,73.555273,True,2,645.0
BOLARUM,BMO,Andhra Pradesh,SCR,17.5335493,78.5154167,True,11,574.0
Bramhapuri,BMP,Maharashtra,SECR,20.603943,79.867537,False,0,754.0
BRAHMANPALLI,BMPL,Andhra Pradesh,SCR,17.832927985,78.4501792358,True,2,574.0
Badampahar,BMPR,Orissa,SER,22.2640234,86.18081819999999,False,0,65.0
Banni Mahamman,BMPT,Bihar,,25.891285,84.778666,False,0,711.0
BHIMARLAI,BMQ,Rajasthan,NWR,25.89293086,71.88173556,False,0,645.0
BIKRAMPUR,BMR,Madhya Pradesh,WCR,23.082226,79.586316,True,2,614.0
BHIMRANA,BMRN,Gujarat,,22.389889,68.992445,True,3,633.0
BHIMASAR BG,BMSB,Gujarat,,23.186504,70.174975,False,0,633.0
Bamsin,BMSN,Rajasthan,NWR,25.7629825521,72.5442353925,False,0,645.0
Bhimasar,BMSR,Gujarat,WR,23.533660939738297,70.88691945187747,False,0,633.0
BEGAMPET,BMT,Telangana,,17.4388739,78.4586266,True,36,150.0
BAMHRAULI,BMU,Uttar Pradesh,,25.44494,81.741641,True,2,1205.0
Bamhni,BMW,Maharashtra,SECR,20.922361,79.364152,False,0,754.0
Bamiana,BMY,Uttar Pradesh,NER,28.26312382,79.3291058,False,0,1205.0
Bamour Gaon,BMZ,Madhya Pradesh,NCR,26.3484669242,78.0778607251,False,0,614.0
BIBINAGAR,BN,Telangana,,17.470511,78.794355,True,11,150.0
BANNI KOPPA,BNA,Karnataka,SWR,15.40662732,75.94180892,False,0,416.0
BINAUR,BNAR,Uttar Pradesh,,26.402727,80.178721,False,0,1205.0
BANSTOLA,BNB,West Bengal,,22.4209740526,87.062669671,False,0,713.0
BANI BIHAR,BNBH,Odisha,,20.292611,85.852653,False,0,235.0
BAHANAGA BAZAR,BNBR,Odisha,,21.33613403,86.76172839,False,0,235.0
BANGALORE CANT,BNC,Karnataka,SWR,12.9936735,77.59932690000001,True,70,416.0
BANGALORE EAST,BNCE,Karnataka,SWR,13.00148,77.6184701,True,24,416.0
BANCHARI,BNCR,Haryana,,27.953085,77.362553,False,0,201.0
BHANDUP,BND,Maharashtra,,19.14200998,72.93723505,False,0,754.0
BANDA JN,BNDA,Uttar Pradesh,NCR,25.477677,80.336246,True,21,1205.0
Barundini,BNDI,Rajasthan,WCR,25.173406,74.93010100000001,False,0,645.0
BONDAMUNDA,BNDM,Odisha,,22.2355174,84.92505809999999,True,16,235.0
BHANDANA,BNDN,Rajasthan,,26.878914,76.25247399999999,False,0,645.0
BUNIADPUR,BNDP,West Bengal,,25.386267,88.402088,True,6,713.0
BOHANI,BNE,Madhya Pradesh,WCR,22.9137476381,78.9159773981,True,2,614.0
BANDHUA,BNF,Bihar,,24.75197374,85.06620037,False,0,711.0
Barnagar,BNG,Madhya Pradesh,WR,23.0304117,75.6111208,False,0,614.0
BHANGALA,BNGL,Punjab,NR,32.0195148161,75.61231335209999,False,0,297.0
BANGURGRAM HALT,BNGM,Rajasthan,,26.1401115488,74.34824731079999,False,0,645.0
BONGAIGAON,BNGN,Assam,,26.478293,90.560548,True,4,278.0
BINGAON,BNGO,Jharkhand,,23.1666884029,85.1658139636,False,0,270.0
BAHMAN JYOTIA,BNGY,Uttar Pradesh,,26.9662637829,82.4273550012,False,0,1205.0
BHIMNATH,BNH,Gujarat,WR,22.245963,71.92503,False,0,633.0
Bellenahalli,BNHL,Karnataka,SWR,14.243859,76.554391,False,0,416.0
Banbihari Gwalipur,BNHR,Orissa,ECoR,20.33902661,86.20503345,False,0,65.0
BUDNI,BNI,Madhya Pradesh,,22.7871143,77.6812826,True,4,614.0
BINJHOL HALT,BNJL,Haryana,NR,29.344605,76.92378099999999,False,0,201.0
BINJANA,BNJN,Madhya Pradesh,,22.9311978995,75.98680179930001,False,0,614.0
BANASANKARAI HA,BNK,Karnataka,SWR,13.2656079329,76.5230602795,False,0,416.0
Bankim Nagar,BNKA,West Bengal,ER,23.20905877,88.59190873,False,0,713.0
BHAIRANAYAKANAH,BNKH,Karnataka,SWR,13.194258,77.38339300000001,False,0,416.0
Banmankhi Junction,BNKI,Bihar,ECR,25.885092,87.193664,False,0,711.0
BANKE GANJ,BNKJ,Uttar Pradesh,NER,28.158478,80.416286,False,0,1205.0
BEVINAHALU,BNL,Andhra Pradesh,SCR,15.16697376,77.21298975,True,4,574.0
Bangi Nihal Singh,BNLS,Haryana,,30.008326,74.95528499999999,False,0,201.0
BANSTHALI NIWAI,BNLW,Rajasthan,,26.3839278087,75.93511006349999,True,25,645.0
BHANUPLI,BNLY,Punjab,,31.2990814767,76.420351792,False,0,297.0
BARAGAON,BNM,Uttar Pradesh,,26.7553741034,81.8470278857,False,0,1205.0
BARNALA,BNN,Punjab,NR,30.3703968,75.5492466,True,19,297.0
BHINDAR,BNNR,Rajasthan,,24.528647,74.179638,False,0,645.0
BANAR,BNO,Rajasthan,,26.33951,73.146431,True,4,645.0
Benoda,BNOD,Maharashtra,,21.449662999999997,78.180007,False,0,754.0
BHANAPUR,BNP,Karnataka,SWR,15.38694828,76.036416,True,6,416.0
BENNIPATTI PIRAPUR,BNPT,Bihar,,25.892949366,85.3090478906,False,0,711.0
BANARHAT,BNQ,West Bengal,NFR,26.797885,89.025682,False,0,713.0
BHANKALA HALT,BNQL,Uttar Pradesh,NR,29.8455908377,77.4743493237,False,0,1205.0
BHAGWANPUR,BNR,Bihar,,25.85831672,85.30109021000001,True,10,711.0
BALANGIR ROAD,BNRD,Odisha,,20.715094,83.498557,False,0,235.0
BANAS,BNS,Rajasthan,NWR,24.7131638,72.98872560000001,True,2,645.0
Banbasa,BNSA,Uttarakhand,NER,28.991685,80.0732101,True,2,46.0
BANSINALA HALT,BNSL,Bihar,,24.66529241,85.16182409000001,False,0,711.0
BANSAPAHAR,BNSP,Uttar Pradesh,WCR,25.055505,81.050022,False,0,1205.0
BHAGWANSAR,BNSR,Rajasthan,NWR,29.343806,73.859791,False,0,645.0
BHARTHANA,BNT,Uttar Pradesh,,26.7502248,79.2163612,True,18,1205.0
BANDHNATH,BNTH,Gujarat,WR,21.434145,70.356879,False,0,633.0
Bantawala,BNTL,Karnataka,SWR,12.878545,75.034456,True,6,416.0
BANDAKPUR,BNU,Madhya Pradesh,,23.848206,79.575956,True,9,614.0
BINNAGURI,BNV,West Bengal,NFR,26.7470883,89.05239089999999,True,8,713.0
BHANVAD,BNVD,Gujarat,WR,21.9330444,69.79885780000001,True,6,633.0
Bhiwani,BNW,Haryana,NWR,28.7984261,76.1255797,True,16,201.0
Bhiwani City,BNWC,Haryana,NWR,28.8256985,76.1442991,True,2,201.0
Bhandewadi Halt,BNWD,Maharashtra,,21.141189,79.159229,False,0,754.0
BHANWASA,BNWS,Rajasthan,,26.8333020399,75.2170497089,False,0,645.0
BIDHAN NAGAR,BNXR,West Bengal,,22.592432,88.391045,True,13,713.0
Barhni,BNY,Uttar Pradesh,NER,27.4957951,82.7918337,False,0,1205.0
BADSHAHNAGAR,BNZ,Uttar Pradesh,,26.8686134,80.9613606,True,44,1205.0
Borsad,BO,Gujarat,WR,22.401548,72.909158,False,0,633.0
BOBAS,BOBS,Rajasthan,,26.9056364,75.4980458,True,3,645.0
BANGROD,BOD,Madhya Pradesh,,23.3982156,75.1241457,True,6,614.0
BARSOI JN,BOE,Bihar,,25.6512422,87.9229421,True,68,711.0
Barog,BOF,Himachal Pradesh,NR,30.8908529,77.0829696,True,8,55.0
BHAIRONGARH,BOG,Madhya Pradesh,,23.1449211037,74.7760641077,True,4,614.0
BAINCHI,BOI,West Bengal,,23.1191243,88.196286,False,0,713.0
BHOJO,BOJ,Assam,NFR,27.0635982,95.032406,True,8,278.0
BORKHEDI,BOK,Maharashtra,,20.86017604,78.97444766000001,False,0,754.0
BHOKE,BOKE,Maharashtra,KR,17.0490546,73.3810615,True,4,754.0
BOKO,BOKO,Assam,NFR,25.999791,91.219674,False,0,278.0
BHOKAR,BOKR,Maharashtra,SCR,19.213965,77.666535,True,4,754.0
BOMADRA,BOM,Rajasthan,NWR,25.78029392,73.43942509,True,2,645.0
Bommagundanakere,BOMN,Karnataka,SWR,14.59167,76.68023,False,0,416.0
BHONRA,BON,Rajasthan,WCR,25.1710611364,76.1976736633,True,4,645.0
BOINDA,BONA,Odisha,,20.9200366,84.74820639999999,True,23,235.0
BHOGPUR,BOP,West Bengal,,22.401522,87.809079,False,0,713.0
BOISAR,BOR,Maharashtra,WR,19.7985273,72.76189900000001,True,38,754.0
Bagdogra,BORA,West Bengal,,26.697770440000003,88.32445458000001,True,2,713.0
BOROTI,BOT,Maharashtra,,17.395018500000003,76.2535626,True,2,754.0
Baori Thikria,BOTI,Rajasthan,NWR,27.41454869,75.511335,False,0,645.0
Bhavdhari,BOTR,Haryana,NWR,28.3835068,75.7973308,False,0,201.0
Bhatgaon,BOV,Chhattisgarh,SECR,21.171626,81.71272400000001,False,0,162.0
BORAWAR,BOW,Rajasthan,,27.0283068063,74.66939656189999,True,2,645.0
Bhojasar,BOX,Rajasthan,NWR,,,False,0,645.0
BHADOHI,BOY,Uttar Pradesh,,25.3952636,82.5583597,True,37,1205.0
BOLARUM BAZAR,BOZ,Andhra Pradesh,SCR,17.517847537100003,78.5159651358,True,2,574.0
BARRACKPORE,BP,West Bengal,,22.7610653,88.371428,True,12,713.0
BELAMPALLI,BPA,Telangana,,19.053689199999997,79.4863374,True,37,150.0
BEGUMPUR,BPAE,West Bengal,,22.737627,88.255644,False,0,713.0
Benipur Halt,BPAH,Bihar,ECR,,,False,0,711.0
BADARPUR JN,BPB,Assam,NFR,24.8651775,92.5563227,False,0,278.0
Berhampore Court,BPC,West Bengal,ER,24.0890841,88.263642,True,10,713.0
Bahadurpur,BPD,West Bengal,ER,23.4385195,88.4633792,True,3,713.0
BENAPUR,BPE,West Bengal,,22.271352309999997,87.37624084000001,False,0,713.0
BANAPURA,BPF,Madhya Pradesh,WCR,22.4703575471,77.4807316095,True,13,614.0
BADURPUR GHAT,BPG,Assam,NFR,24.872902,92.581099,False,0,278.0
Benipurgram Halt,BPGR,Bihar,,26.317241,85.481349,False,0,711.0
BELPAHAR,BPH,Odisha,,21.827212300000003,83.84907630000001,True,12,235.0
BHILAI POWER HOUSE,BPHB,Chhattisgarh,,21.208119,81.375901,True,35,162.0
BHUGAON,BPK,Maharashtra,,20.6738192,78.6700027,True,2,754.0
BHOPALKA,BPKA,Gujarat,WR,22.1227803,69.3687405,True,4,633.0
BHOPAL JN,BPL,Madhya Pradesh,,23.266884384300003,77.4131428577,True,231,614.0
BAGPAT ROAD,BPM,Uttar Pradesh,NR,28.957503,77.272589,False,0,1205.0
Banpur,BPN,West Bengal,ER,23.45186861,88.76185515,False,0,713.0
Baripada,BPO,Orissa,SER,21.9227408,86.73709000000001,True,2,65.0
BAPATLA,BPP,Andhra Pradesh,,15.9086144,80.46842480000001,True,46,574.0
BALHARSHAH,BPQ,Maharashtra,,19.8490173,79.3485858,True,115,754.0
BHOJIPURA JN,BPR,Uttar Pradesh,NER,28.4939826,79.44724,True,6,1205.0
BARIPURA,BPRA,Uttar Pradesh,NCR,25.340728,79.943488,False,0,1205.0
BARPETA ROAD,BPRD,Assam,,26.5028473,90.9639649,True,24,278.0
Balpur Halt,BPRH,Chhattisgarh,SECR,22.115136,82.694138,False,1,162.0
BHOGPUR SIRWAL,BPRS,Punjab,NR,31.556593699999997,75.6452234,True,2,297.0
BANPAS,BPS,West Bengal,,23.40073073,87.74725106999999,True,2,713.0
BHAUPUR,BPU,Uttar Pradesh,,26.46811536,80.12429014,False,0,1205.0
BURHPURA,BPW,Uttar Pradesh,,25.211179,78.42955,False,0,1205.0
BADAMPUDI,BPY,Andhra Pradesh,,16.828104,81.473751,True,4,574.0
BAZPUR,BPZ,Uttarakhand,NER,29.1578998,79.1463827,True,4,46.0
BHARATHAPUZHA H,BPZA,Kerala,,10.758914,76.290829,False,0,183.0
BANKURA,BQA,West Bengal,SER,23.2243871,87.07468750000001,True,40,713.0
BAKANIAN BHAUNR,BQE,Madhya Pradesh,,23.261737,77.252499,True,3,614.0
BARAHMUAFI,BQF,Uttar Pradesh,WCR,25.039892,81.009932,False,0,1205.0
Bhagwangola,BQG,West Bengal,ER,24.333178,88.309816,True,8,713.0
Bhanohad Punjab,BQH,Punjab,NR,30.85173825,75.70970576,False,0,297.0
BOMMIDI,BQI,Tamil Nadu,,11.984698435,78.2462805359,True,9,557.0
Barelipur,BQM,Madhya Pradesh,CR,22.051583,78.407732,True,2,614.0
BAGRI NAGAR,BQN,Rajasthan,NWR,25.895725,73.787801,True,2,645.0
Bighapur,BQP,Uttar Pradesh,NR,26.3551471,80.6934544,True,2,1205.0
BAKHLETA,BQQ,Madhya Pradesh,,23.846381,79.96972000000001,True,3,614.0
BHILAI NAGAR,BQR,Chhattisgarh,,21.2013382,81.33434510000001,True,6,162.0
BAKTAR NAGAR,BQT,West Bengal,,23.589945,87.15689900000001,False,0,713.0
Bhattiprolu,BQU,Andhra Pradesh,SCR,16.105632000000004,80.787953,True,4,574.0
BARAKALAN,BQW,Bihar,,25.4915162541,83.8494928638,False,0,711.0
BELERHAT,BQY,West Bengal,ER,23.51930706,88.28291748000001,False,0,713.0
BALLALPUR,BQZ,West Bengal,ER,24.747459000000003,87.91224299999999,False,0,713.0
BANDH BARETA,BR,Rajasthan,NCR,26.910367,77.364108,True,2,645.0
BARANG,BRAG,Odisha,,20.400699,85.832573,True,6,235.0
BALARAMAPURAM,BRAM,Kerala,SR,8.430107451,77.05132087999999,False,1,183.0
BORIBIAL,BRB,Maharashtra,,18.4077648636,74.6488080432,True,2,754.0
BORABANDA,BRBD,Telangana,,17.45922612,78.40786013,False,0,150.0
Birahalli,BRBL,Karnataka,SWR,12.667132,76.38519600000001,False,0,416.0
BARBERA,BRBR,Odisha,,22.5755618647,84.8694214429,False,0,235.0
BIRBANS,BRBS,Jharkhand,,22.79397464,86.01393866000001,True,3,270.0
VADODARA JN,BRC,Gujarat,,22.310756,73.181065,True,297,633.0
BARUACHAK,BRCK,Uttar Pradesh,,27.122672,82.055181,False,0,1205.0
BHANDARA ROAD,BRD,Maharashtra,,21.238512,79.64752299999999,True,37,754.0
Barda,BRDB,West Bengal,SER,22.15295838,88.08753041,False,0,713.0
Bardhana Halt,BRDH,Madhya Pradesh,,22.136014999999997,78.799478,False,1,614.0
BERIA DAULAT,BRDT,Uttarakhand,NER,29.13221,79.210042,False,0,46.0
Baradev,BRDV,Uttar Pradesh,NR,26.7017793648,80.4119287744,False,0,1205.0
BHARWARI,BRE,Uttar Pradesh,,25.5591917,81.4918665,True,9,1205.0
BARGARH,BRG,Uttar Pradesh,NCR,25.164270416300003,81.4500584753,True,4,1205.0
BARGARH ROAD,BRGA,Odisha,,21.332903,83.642586,True,42,235.0
BARGAON GUJAR,BRGJ,Madhya Pradesh,,21.7849180856,76.3562287756,False,0,614.0
BURGULA HALT,BRGL,Telangana,,16.993515,78.20522299999999,False,1,150.0
Baraigram Junction,BRGM,Assam,NFR,24.684059,92.344106,False,0,278.0
BAJRANGPURA,BRGP,Gujarat,,22.8387443721,71.7400647568,False,0,633.0
BHERAGHAT,BRGT,Madhya Pradesh,WCR,23.1697663,79.7978789,True,2,614.0
BARGAWAN,BRGW,Madhya Pradesh,WCR,24.197002,82.455989,True,2,614.0
VADODARA D CABIN,BRGY,Gujarat,,22.344458,73.159087,False,0,633.0
VADODARA E CABIN,BRGZ,Gujarat,,22.363671,73.159395,False,0,633.0
BAIKUNTHPUR RD,BRH,Chhattisgarh,SECR,23.317286,82.5298836,True,6,162.0
BABA RAGHUNI HALT DWARIKA,BRHD,Bihar,,25.7600467439,86.5967982178,False,0,711.0
BARYAL HIMACHAL,BRHL,Himachal Pradesh,NR,32.025465000000004,76.100072,False,0,55.0
BARAHU,BRHU,Assam,NFR,26.1204333815,92.1395124182,True,2,278.0
BHIRINGI,BRI,Madhya Pradesh,WCR,22.227752,76.941024,False,0,614.0
Bairi Halt,BRIH,Bihar,,25.1586115967,84.2113217236,False,0,711.0
Brace Bridge,BRJ,West Bengal,ER,22.517861,88.301496,False,0,713.0
BRAJRAJNAGAR,BRJN,Odisha,,21.822718,83.923653,True,20,235.0
Bahraich,BRK,Uttar Pradesh,NER,27.581536,81.6075183,True,2,1205.0
BARKAKANA,BRKA,Jharkhand,,23.624159,85.469553,True,25,270.0
BHARATKHAND HALT,BRKB,Bihar,,25.400254,86.805753,False,0,711.0
BHARATKHAND HALT,BRKD,Bihar,,25.400724,86.806223,False,0,711.0
Bisapur Kalan Halt,BRKH,Madhya Pradesh,SECR,21.914681,78.923701,True,2,614.0
BARKIPONA,BRKP,Jharkhand,,23.568766,85.64647599999999,False,0,270.0
BORAKI,BRKY,Uttar Pradesh,,28.507907999999997,77.56361700000001,False,0,1205.0
BARWALA ROAD,BRL,Gujarat,,22.902131,70.714894,False,0,633.0
BRAYLA CHAURASI,BRLA,Madhya Pradesh,WR,23.5556827445,75.0927610413,True,2,614.0
BAR LANGFER S,BRLF,Assam,NFR,25.755626,93.225136,False,0,278.0
Barauli,BRLI,Uttar Pradesh,NCR,26.552056,77.424988,False,0,1205.0
BIROLIYA,BRLY,Rajasthan,NWR,25.170546,73.192517,True,2,645.0
BARABAMBO,BRM,Jharkhand,,22.70169729,85.72902995999999,True,6,270.0
BIRAMDIH,BRMD,West Bengal,,23.04578437,86.19920954,True,2,713.0
BRAHMANI PH,BRMI,Odisha,,20.862952007599997,86.0562098645,False,0,235.0
BERMO,BRMO,Jharkhand,ECR,23.772498,85.955893,True,4,270.0
Biramitrapur,BRMP,Orissa,SER,22.3971312,84.7369583,False,0,65.0
BHARMAR,BRMR,Himachal Pradesh,NR,32.167399,75.954299,False,0,55.0
Baramati,BRMT,Maharashtra,CR,18.1536772,74.5781969,True,2,754.0
Barmi,BRMX,Uttar Pradesh,NR,27.489413,80.56082099999999,False,0,1205.0
BARHAN,BRN,Uttar Pradesh,,27.32891,78.19231699999999,False,1,1205.0
BERAWANYA,BRNA,Madhya Pradesh,,23.465606,75.33412200000001,True,4,614.0
BORIDAND,BRND,Madhya Pradesh,SECR,23.267799,82.178765,True,12,614.0
BARUANAGAR,BRNR,Assam,NFR,27.143953401599997,95.2336378912,False,0,278.0
BERORE,BROR,Rajasthan,,29.200034,73.300793,False,0,645.0
Baruipur Junction,BRP,West Bengal,ER,22.366657999999997,88.431647,False,0,713.0
BARUIPARA,BRPA,West Bengal,,22.766787,88.237381,False,0,713.0
Bisharpara Kodaliya,BRPK,West Bengal,ER,22.676284,88.434731,False,0,713.0
BARPALI,BRPL,Odisha,,21.1836377,83.59487580000001,True,14,235.0
Baripur Mandala,BRPM,Gujarat,WR,22.095187,73.3183471,False,0,633.0
BIRAPATTI,BRPT,Uttar Pradesh,,25.398912999999997,82.917265,False,1,1205.0
BAGRAKOT,BRQ,West Bengal,NFR,26.87063169,88.58596154,False,0,713.0
BARAKAR,BRR,West Bengal,,23.7416829,86.818859,True,18,713.0
BORDI ROAD,BRRD,Gujarat,WR,20.122424,72.766138,False,0,633.0
BIYAVRA RAJGARH,BRRG,Madhya Pradesh,,23.93591,76.907007,True,26,614.0
Birari,BRRI,Uttar Pradesh,,24.7313106127,78.50699749019999,False,0,1205.0
Barara Buzurg,BRRZ,Uttar Pradesh,,26.052652,81.08413800000001,False,0,1205.0
BIRSINGHPUR,BRS,Madhya Pradesh,,23.3672117,81.0433529,True,23,614.0
Barwa Kalan,BRSA,Uttar Pradesh,,27.391266,83.408343,False,0,1205.0
BRAR SQUARE,BRSQ,Delhi NCT,NR,28.613526,77.14079000000001,False,0,28.0
BIR PURUSHOTTAMPUR,BRST,Odisha,,19.99039983,85.80635131,False,0,235.0
BARTARA,BRTA,Uttar Pradesh,,27.837593,80.007541,False,0,1205.0
BARITHENGARH,BRTG,Odisha,,20.65696901,86.05967143000001,False,0,235.0
BHORTEX,BRTK,Maharashtra,,21.102507999999997,74.995996,True,4,754.0
Bharthali,BRTL,Gujarat,WR,,,False,0,633.0
BHAIROGANJ,BRU,Bihar,ECR,27.15141815,84.24239742,True,2,711.0
BARUD,BRUD,Madhya Pradesh,WCR,22.052142,76.814085,True,2,614.0
Borvihir,BRVR,Maharashtra,CR,20.7843263,74.8417412,True,2,754.0
Bariwala,BRW,Punjab,NR,30.532580000000003,74.65895300000001,True,2,297.0
BARWADIH JN,BRWD,Jharkhand,,23.843836,84.11877999999999,True,22,270.0
BAHERWA HALT,BRWH,Uttar Pradesh,,25.2518774982,82.7922887817,False,0,1205.0
BAREILLY,BRY,Uttar Pradesh,NER,28.3372843,79.4109744,True,2,1205.0
BARHIYA,BRYA,Bihar,,25.2832026,86.01507679999999,True,51,711.0
BARETA,BRZ,Punjab,NR,29.859333900000003,75.69240260000001,True,6,297.0
BARARI BAZAR,BRZR,Bihar,,25.4900643144,87.3553198425,False,0,711.0
Banisar,BS,Rajasthan,NWR,28.067563416,73.8954879211,False,0,645.0
BHAINSA,BSA,Uttar Pradesh,,27.391523,77.673452,False,0,1205.0
BANSH BARIA,BSAE,West Bengal,ER,22.957288,88.395641,True,2,713.0
VARANASI JN,BSB,Uttar Pradesh,,25.327281,82.986468,True,201,1205.0
BHUSAWAL B CABIN,BSBN,Maharashtra,,21.049919000000003,75.822458,False,0,754.0
BIR SHIBPUR,BSBP,West Bengal,,22.473359,88.053112,False,0,713.0
BANSHLAI BRIDGE,BSBR,West Bengal,,24.502611,87.862439,False,0,713.0
VARANASI YARD,BSBY,Uttar Pradesh,,25.3252123487,82.9751998096,False,0,1205.0
Bulandshahr,BSC,Uttar Pradesh,NR,28.3919187,77.8482415,True,6,1205.0
BASUCHAK,BSCK,Uttar Pradesh,NER,25.53140767,83.34822341,False,0,1205.0
BHUSAWAL C CABIN,BSCN,Maharashtra,,21.046545,75.821624,False,0,754.0
BASKATWA B. H.,BSCP,Jharkhand,,24.547613,85.366148,False,0,270.0
Basuldanga,BSD,West Bengal,ER,22.20374787,88.23393947000001,False,0,713.0
BANIYA SANDA DHORA,BSDA,Rajasthan,NWR,25.86023,71.668563,False,0,645.0
BHARSENDI,BSDL,Madhya Pradesh,WCR,24.036488,82.06039,False,0,614.0
BHUSANDPUR,BSDP,Odisha,,19.9517927,85.4764825,True,8,235.0
Bansadhara Halt,BSDR,Andhra Pradesh,ECoR,18.970276,83.822754,False,0,574.0
BADSHAHPUR,BSE,Uttar Pradesh,,25.652268,82.190552,True,11,1205.0
BAIS GODAM,BSGD,Rajasthan,,26.90199441,75.7898479,False,0,645.0
BASUGAON,BSGN,Assam,,26.460164,90.42015,False,0,278.0
Bhagsar,BSGR,Punjab,NR,30.452385,74.40197699999999,False,0,297.0
BSGS,BSGS,,,,,False,0,
Basirhat,BSHT,West Bengal,ER,22.650516,88.86896,False,0,713.0
BASBARI,BSI,Assam,NFR,26.184354000000003,89.900353,True,2,278.0
